CODIGO,HIJO,NOMBRE,DESCRIPCION CORTA,DESCRIPCION LARGA,CATEGORIA,SUBSUBCATEGORIA1,SUBSUBCATEGORIA2,SUBSUBCATEGORIA3,SUBSUBCATEGORIA4,MARCA,RANGO,AMPERAJE,VOLTAJE,POLOS,OHMS,WATTS,TAMAÑO,SALIDA  RELEVADOR,OPCIONES SALIDA,CARACTERISTICA,CARACTERISTICA2,CARACTERISTICA3,RELACIONADOS,IMAGEN
ACD10TRMS,,AMPROBE ACD- 10TRMS,Voltampermetro de gancho  ACD-10TRMS ,"Voltampermetro de gancho Apertura de pinza para medir cables de hasta 25mm .Volts   CA/CD: 600V , Amperes : 600ACA , resistencia:  20 MW , CAPACITANCIA : 3000 mF , FRECUENCIA , INCLUYE PUNTAS Y ESTUCHE",Medición,Portatiles,Voltampermetros,,,AMPROBE,,,,,,,,,,VCA/VCD:600V,ACA:600V,,,acd-10trms-plus.jpg|acd-10trms-plus2.jpg
AMP108,,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,FIMESA,5|10|15|20|25|30|50|100|150|200|600,,,,,,,,,,,,SHUNTFW,amp108.jpg
AMP108-5,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,5,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-10,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,10,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-15,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,15,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-20,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,20,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-25,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,25,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-30,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,30,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-50,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,50,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-100,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,100,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-150,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,150,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-200,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,200,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP108-600,AMP108,FIMESA amperimetro 108,Amperimetro FIMESA MOD. 108,"Amperimetro para tablero CD FIMESA MOD. 108.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,600,,,,,,,,,,,,SHUNTFW,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118,,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,FIMESA,5|10|15|20|25|30|50|100,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-5,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,5,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-10,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,10,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-15,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,15,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-20,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,20,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-25,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,25,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-30,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,30,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-50,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,50,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP118-100,AMP118,FIMESA amperimetro 118,Amperimetro  FIMESA MOD. 118,"Amperimetro para tablero CA FIMESA MOD. 118.Dimensiones  61 x 61mm. Recomendando para uso en equipos donde la resistencia a golpes, vibraciones y cambios de temperatura tiene mayor importancia que la precision.Hasta  30 ACD es conexion directa",Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,100,,,,,,,,,,,,,amp108.jpg|dimensiones 108118.jpg|dimensiones 108118-1.jpg
AMP201,,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,FIMESA,10|15|20| 25|30| GRADUACION CARATULA,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-10,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,10,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-15,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,15,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-20,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,20,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-25,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,25,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-30,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,30,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP201-GRAD,AMP201,FIMESA amperimetro 201,Amperimetro FIMESA MOD. 201,Amperimetro para tablero CD FIMESA MOD. 201 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,GRADUACION CARATULA,,,,,,,,,,,,SHUNTFW,amp201.jpg|dimensiones 201211.jpg
AMP211,,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,FIMESA,5|10|15|20| 25|30| GRADUACION CARATULA ,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-5,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,5,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-10,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,10,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-15,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,15,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-20,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,20,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-25,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,25,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-30,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,30,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP211-GRAD,AMP211,FIMESA amperimetro 211,Amperimetro FIMESA MOD. 211,Amperimetro para tablero CA FIMESA MOD. 211 . Dimensiones  100x75mm .Los amperimetros con rango mayor a 30ACA  deberan de usar transformador de corriente ,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,GRADUACION CARATULA,,,,,,,,,,,,,amp201.jpg|dimensiones 201211.jpg
AMP301,,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,FIMESA,5|10|15|20| 25|30| GRADUACION CARATULA ,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-5,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,5,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-10,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,10,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-15,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,15,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-20,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,20,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-25,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,25,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-30,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,30,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP301-GRAD,AMP301,FIMESA amperimetro 301,Amperimetro FIMESA MOD. 301,Amperimetro para tablero CD FIMESA MOD. 301 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACD  deberan de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,GRADUACION CARATULA,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311,,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,FIMESA,5|10|15|20| 25|30| GRADUACION CARATULA ,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-5,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,5,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-10,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,10,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-15,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,15,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-20,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,20,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-25,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,25,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-30,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,30,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP311-GRAD,AMP311,FIMESA amperimetro 311,Amperimetro FIMESA MOD. 311,Amperimetro para tablero CD FIMESA MOD. 311 . Dimensiones  120x90mm .Los amperimetros con rango mayor a 30ACA deberan de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,GRADUACION CARATULA,,,,,,,,,,,,SHUNTFW,amp301.jpg|dimensiones 301311.jpg
AMP401,,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,FIMESA,50|100|200|500| 1000,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP401-50,AMP401,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,50,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP401-100,AMP401,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,100,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP401-200,AMP401,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,200,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP401-500,AMP401,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,500,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP401-1000,AMP401,FIMESA amperimetro 401,Amperimetro FIMESA MOD. 401,Amperimetro para tablero CD FIMESA MOD. 401 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar derivador de corriente (SHUNT),Medición,Equipo para tablero analógico,Amperímetros Analógicos CD,,,,1000,,,,,,,,,,,,SHUNTFW,amp411.jpg|dimensiones 401411.jpg
AMP411,,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,FIMESA,50|100|200|300| 500|1000|1500|2000,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
AMP411-50,AMP411,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,50,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
AMP411-100,AMP411,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,100,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
AMP411-200,AMP411,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,200,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
AMP411-300,AMP411,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,300,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
AMP411-500,AMP411,FIMESA amperimetro 411,Amperimetro FIMESA MOD. 411,Amperimetro para tablero CA FIMESA MOD. 411 .Escala circular.Dimensiones  110x110x111mm .longitud escala 250?.Precision ± 1.0%.Debera de usar transformador de corriente,Medición,Equipo para tablero analógico,Amperímetros Analógicos CA,,,,500,,,,,,,,,,,,,amp411.jpg|dimensiones 401411.jpg
